Time (s),Entropy
134.22,1.2192
134.24,1.469
134.26,1.2192
134.27,1.4367
134.28,1.4367
134.29,1.6955
134.3,1.461
134.3,1.461
134.31,1.461
134.32,0.971
134.33,1.3362
134.34,1.0763
134.35,1.461
134.36,0.8842
134.37,1.461
134.38,1.6438
134.4,1.4367
134.43,1.461
134.44,1.469
134.47,1.461
134.5,1.1884
134.52,1.0763
134.53,1.1884
134.54,1.2568
134.55,0.971
134.56,0.6098
134.58,0.971
134.61,1.0
134.61,0.2864
134.63,0.971
134.66,0.9341
134.68,0.7219
134.69,0.9928
134.7,0.9341
134.7,1.0763
134.71,0.9928
134.73,1.6955
134.73,0.7219
134.75,1.2192
134.77,0.569
134.78,0.8113
134.79,1.3955
134.79,0.971
134.81,1.3955
134.84,1.6955
134.85,1.2345
134.87,1.2192
134.88,1.461
134.88,1.6955
134.89,0.6098
134.94,1.1412
134.97,1.3955
134.98,1.4367
135.0,1.419
135.01,1.3955
135.01,1.0763
135.02,1.6784
135.03,1.1412
135.04,1.419
135.06,1.1884
135.07,1.469
135.08,1.469
135.09,0.8813
135.09,1.6955
135.11,1.6955
135.11,0.7476
135.12,0.469
135.14,1.3362
135.14,1.2192
135.15,1.5784
135.15,1.0763
135.17,1.0763
135.18,1.3955
135.2,1.4367
135.2,0.6098
135.22,1.5166
135.22,1.461
135.23,0.9918
135.26,1.4367
135.27,1.1412
135.28,0.9918
135.29,1.771
135.29,1.0763
135.3,1.461
135.32,1.0763
135.32,1.5905
135.33,0.469
135.34,1.461
135.36,1.2568
135.36,1.2345
135.37,1.3955
135.38,1.0763
135.38,1.1884
135.41,0.8113
135.42,1.6955
135.43,1.2192
135.45,1.2192
135.45,1.4367
135.46,1.1884
135.47,1.6784
135.48,1.2345
135.49,1.4367
135.49,1.3362
135.51,1.461
135.53,1.1412
135.54,0.9341
135.56,1.6955
135.57,1.2192
135.59,1.2192
135.61,1.9219
135.62,1.1884
135.63,1.6438
135.64,1.3955
135.65,0.569
135.66,1.0219
135.68,0.2864
135.69,1.4412
135.71,1.3367
135.73,1.461
135.74,1.5955
135.75,1.3367
135.76,1.2345
135.78,1.469
135.79,1.2955
135.81,1.3367
135.82,1.4367
135.83,1.1568
135.84,1.369
135.86,1.5955
135.88,1.469
135.88,1.2192
135.89,1.2192
135.9,1.5784
135.91,1.2955
135.94,1.4577
135.96,1.2955
135.97,1.4905
135.97,0.8813
135.98,1.3362
135.99,1.2192
136.0,0.8813
136.01,1.6842
136.04,1.5438
136.06,1.1884
136.1,1.671
136.11,1.5905
136.12,1.2345
136.14,0.9918
136.15,1.1412
136.17,1.4367
136.18,1.2192
136.18,1.4367
136.19,1.6438
136.21,1.6955
136.23,1.469
136.24,1.4367
136.24,1.2192
136.25,1.2345
136.26,1.1412
136.27,1.4367
136.28,1.5784
136.29,1.2955
136.3,1.361
136.31,1.5955
136.33,1.461
136.34,1.2192
136.36,1.361
136.38,1.2192
136.41,0.9928
136.43,0.971
136.44,0.971
136.46,0.971
136.47,0.971
136.48,0.8813
136.49,0.8813
136.51,0.9341
136.52,0.971
136.53,0.8813
136.55,0.971
136.57,0.8113
136.58,0.971
136.59,0.9341
136.6,0.6098
136.62,1.0
136.63,0.8113
136.65,0.8113
136.66,0.971
136.67,0.6098
136.68,1.0
136.68,1.1884
136.7,1.1412
136.7,0.8113
136.72,1.1884
136.74,1.3362
136.75,1.461
136.76,0.8113
136.76,0.2864
136.78,0.9918
136.79,1.2345
136.82,1.2568
136.82,1.1918
136.83,1.0
136.83,1.154
136.84,0.8113
136.85,1.1568
136.86,1.469
136.88,1.1884
136.88,0.9341
136.89,1.2192
136.9,1.4367
136.9,1.2345
136.91,0.8813
136.92,1.3955
136.92,1.1884
136.93,0.971
136.95,1.4367
136.95,1.4905
136.96,1.1884
136.97,1.1412
137.0,1.0
137.01,0.8842
137.02,1.6955
137.03,0.9918
137.04,1.3367
137.05,1.1412
137.07,1.2192
137.1,1.1412
137.11,1.4166
137.13,1.469
137.13,0.7219
137.14,1.2192
137.16,1.3955
137.18,1.3955
137.2,1.2345
137.21,1.7388
137.22,0.6098
137.23,0.2864
137.24,1.461
137.27,1.4568
137.28,1.1884
137.31,1.2192
137.32,1.4367
137.34,1.1884
137.35,1.5905
137.38,1.361
137.39,1.1412
137.42,1.054
137.43,0.9341
137.43,1.469
137.44,1.671
137.44,0.9928
137.45,1.2918
137.46,0.6098
137.46,1.4367
137.47,1.4367
137.48,0.9918
137.48,1.2345
137.49,1.469
137.51,1.1412
137.51,0.9918
137.53,1.461
137.55,0.8842
137.56,1.0763
137.56,1.3362
137.57,1.419
137.58,0.7476
137.59,1.461
137.6,1.2568
137.62,1.1219
137.64,1.054
137.66,1.1568
137.68,1.3918
137.68,0.7476
137.7,0.8476
137.73,1.871
137.74,1.5955
137.75,1.2192
137.76,1.2955
137.78,1.5955
137.81,1.4367
137.83,1.5955
137.84,1.4905
137.85,1.5955
137.86,0.971
137.88,1.1412
137.89,1.361
137.9,0.9918
137.92,1.601
137.93,1.3367
137.95,1.4577
137.98,1.361
138.01,1.3955
138.02,1.0763
138.04,1.1884
138.05,1.2345
138.06,1.461
138.08,1.0
138.09,1.461
138.09,1.461
138.1,1.3367
138.11,1.3955
138.13,1.6955
138.14,1.3955
138.15,1.0
138.16,1.5784
138.17,1.4367
138.19,1.461
138.2,1.461
138.22,1.7855
138.24,1.5955
138.25,1.2192
138.27,0.9928
138.29,1.2345
138.32,1.469
138.33,1.6784
138.35,1.461
138.36,2.0192
138.38,1.461
138.39,1.1884
138.41,1.4367
138.42,1.2192
138.44,1.1412
138.45,1.6438
138.47,1.6955
138.48,1.6784
138.51,1.2192
138.52,1.2192
138.53,1.1884
138.54,0.9341
138.55,0.971
138.55,0.9341
138.56,0.9341
138.57,0.9928
138.58,0.971
138.59,0.971
138.61,0.9928
138.62,0.971
138.64,1.0
138.66,0.6098
138.68,1.2192
138.68,0.7476
138.71,0.8813
138.72,1.0763
138.74,1.5166
138.77,0.9928
138.78,0.569
138.82,0.2864
138.82,1.461
138.83,1.1884
138.84,1.2192
138.85,0.569
138.86,0.469
138.86,1.3362
138.87,0.971
138.89,1.2192
138.89,1.1884
138.89,1.2192
138.89,1.2568
138.9,0.6098
138.9,1.0763
138.91,1.3362
138.92,1.461
138.92,0.9341
138.93,0.8813
138.93,1.461
138.93,0.8813
138.94,0.7219
138.95,0.8813
138.95,1.1412
138.96,0.9341
138.96,1.3955
138.97,1.2345
138.98,0.6098
139.0,0.9341
139.0,1.2192
139.0,1.2192
139.01,1.3362
139.02,1.2192
139.02,1.1412
139.02,0.8842
139.04,1.469
139.05,1.2192
139.06,0.9928
139.09,1.461
139.11,1.0763
139.12,1.461
139.13,1.1412
139.14,1.1412
139.14,0.9918
139.15,1.1884
139.15,1.461
139.16,1.2192
139.17,1.6438
139.18,1.2345
139.19,1.1412
139.19,0.8813
139.22,1.6438
139.22,1.1412
139.24,1.1412
139.25,0.9341
139.26,1.4367
139.27,1.6784
139.28,1.4367
139.3,1.2192
139.3,1.3955
139.31,1.5166
139.32,1.2345
139.33,1.8855
139.34,0.8813
139.36,0.9918
139.37,1.469
139.38,1.6784
139.4,1.1884
139.4,1.3955
139.42,1.461
139.43,1.2345
139.46,1.2192
139.48,1.4367
139.49,1.1884
139.51,1.4367
139.52,1.9129
139.53,1.3955
139.55,1.154
139.56,0.8476
139.57,0.469
139.58,0.971
139.59,0.9928
139.6,0.9928
139.61,0.9341
139.63,0.9928
139.65,1.1412
139.67,1.469
139.68,1.8129
139.69,0.8813
139.7,1.361
139.71,1.5784
139.72,1.461
139.74,1.361
139.75,1.5955
139.76,1.5955
139.79,1.461
139.8,1.2192
139.81,1.4905
139.82,1.369
139.84,1.2192
139.86,1.406
139.88,1.2345
139.9,1.4367
139.91,1.6955
139.92,1.2345
139.93,1.3367
139.94,1.2192
139.96,1.361
139.97,1.4367
139.99,1.461
140.01,1.6955
140.03,1.6955
140.04,1.461
140.05,0.9928
140.08,1.461
140.1,1.461
140.13,1.6438
140.14,1.3362
140.15,1.4367
140.17,1.8855
140.19,1.2345
140.2,1.6438
140.22,1.1884
140.23,1.461
140.25,1.3955
140.27,0.9928
140.29,1.9129
140.3,1.2192
140.31,1.9129
140.32,0.8813
140.33,1.6438
140.35,1.6784
140.38,1.469
140.39,0.9928
140.41,1.3955
140.41,1.6438
140.42,1.1412
140.43,1.1884
140.45,1.6438
140.48,1.4367
140.5,1.2192
140.52,1.0763
140.55,0.9928
140.56,1.1884
140.57,1.0763
140.58,0.8113
140.58,1.0
140.59,0.6098
140.6,0.8113
140.61,0.971
140.62,0.8113
140.64,1.0
140.66,1.0
140.66,0.9341
140.67,1.2345
140.69,0.9928
140.7,1.0
140.72,0.9918
140.74,1.2345
140.75,0.9928
140.76,0.8842
140.78,1.2192
140.79,0.9341
140.81,1.2568
140.83,1.2345
140.84,1.3955
140.85,1.154
140.87,0.9918
140.87,0.971
140.88,1.4367
140.89,1.4905
140.89,0.9918
140.91,1.461
140.92,1.2345
140.92,0.8113
140.93,1.6784
140.93,1.461
140.94,0.6098
140.94,1.2345
140.95,1.2362
140.95,0.469
140.97,1.5905
140.97,1.461
140.99,0.7476
141.0,0.8842
141.02,1.2345
141.03,0.8113
141.04,1.4367
141.06,1.361
141.06,-0.0
141.1,1.4367
141.11,0.8842
141.12,1.469
141.12,1.3362
141.13,1.154
141.14,1.2192
141.15,1.4367
141.15,1.6438
141.16,1.2345
141.17,1.771
141.17,1.2568
141.17,1.1884
141.19,1.1884
141.21,1.8388
141.21,1.1884
141.23,1.0763
141.23,1.1412
141.24,1.2192
141.24,0.8476
141.25,1.3362
141.26,1.0763
141.27,0.7219
141.29,1.6784
141.31,0.9918
141.31,1.3362
141.32,1.3955
141.33,1.6438
141.34,1.4367
141.35,0.7219
141.35,1.154
141.36,0.8842
141.37,1.4367
141.39,1.0763
141.41,1.1884
141.42,1.0763
141.45,1.6955
141.45,1.1412
141.48,1.4367
141.49,1.6438
141.51,0.8476
141.52,1.1219
141.55,1.0219
141.6,2.1822
141.67,1.671
141.69,1.369
141.72,1.5438
141.73,1.5438
141.74,1.4367
141.76,1.4367
141.77,1.461
141.79,1.2568
141.8,1.1412
141.81,0.971
141.82,1.3367
141.83,1.461
141.84,1.5784
141.86,1.5784
141.89,1.5955
141.9,1.6784
141.91,1.2345
141.92,0.8813
141.94,1.5955
141.95,1.4367
141.96,1.5955
141.97,1.3955
141.99,1.4367
142.01,1.461
142.02,1.2345
142.04,1.461
142.05,1.2345
142.07,1.2345
142.08,1.461
142.11,1.461
142.13,1.771
142.15,1.2345
142.16,1.6955
142.18,1.2568
142.19,1.3955
142.2,0.9928
142.21,1.461
142.21,1.461
142.22,1.1412
142.23,1.6438
142.26,1.4367
142.27,1.6784
142.28,1.469
142.29,1.4367
142.29,1.0
142.3,1.4367
142.31,1.5905
142.33,1.4367
142.35,1.461
142.36,1.469
142.37,1.6438
142.38,1.2192
142.39,1.0763
142.41,1.2345
142.43,1.469
142.44,1.6438
142.46,1.469
142.48,1.461
142.51,1.6438
142.52,1.2192
142.54,1.6438
142.56,1.461
142.56,1.4367
142.57,1.2345
142.58,1.469
142.6,1.0763
142.61,1.461
142.62,1.1884
142.63,1.2192
142.64,0.8813
142.65,1.1884
142.66,0.9928
142.66,1.1412
142.67,0.971
142.69,1.461
142.7,1.2192
142.72,1.461
142.73,1.2192
142.74,0.7476
142.74,1.3955
142.75,1.461
142.76,1.1884
142.76,1.0763
142.76,1.461
142.77,0.8113
142.79,1.3362
142.79,0.6098
142.8,1.2345
142.8,0.8113
142.81,1.461
142.82,1.0763
142.84,0.7219
142.85,1.461
142.86,1.1884
142.86,1.3955
142.87,1.1884
142.88,1.2192
142.89,1.6784
142.89,1.0763
142.9,1.461
142.9,0.7219
142.91,0.7476
142.92,1.4367
142.93,1.1412
142.95,1.1412
142.96,1.469
142.96,1.2345
142.97,1.2345
142.98,1.4367
142.98,1.3955
142.99,0.9918
143.0,1.2192
143.02,1.2345
143.04,1.1884
143.05,1.469
143.05,1.4905
143.06,1.1884
143.07,0.971
143.11,1.3367
143.12,1.4905
143.13,1.469
143.14,1.5784
143.16,0.9341
143.19,1.469
143.2,1.6438
143.21,1.1412
143.22,1.469
143.24,1.3955
143.27,1.1884
143.28,1.4367
143.31,1.2568
143.33,1.3362
143.34,1.461
143.35,1.2345
143.37,1.461
143.38,1.1884
143.39,1.469
143.39,1.4367
143.4,1.1884
143.41,1.4367
143.42,1.3955
143.43,1.3362
143.44,1.1884
143.46,1.4367
143.46,1.7855
143.48,1.2192
143.5,1.1412
143.51,1.671
143.52,1.2918
143.55,1.4412
143.64,1.4406
143.68,1.319
143.7,1.154
143.71,0.9341
143.71,0.8813
143.72,1.2192
143.73,1.2192
143.74,1.4905
143.77,1.461
143.8,1.5955
143.81,1.6438
143.84,1.6438
143.86,0.9928
143.88,1.6784
143.89,1.2192
143.91,1.6784
143.92,1.469
143.93,1.6955
143.95,1.2192
143.97,1.4367
143.98,1.6784
143.99,1.2192
144.0,1.461
144.01,1.0
144.03,1.461
144.04,1.4367
144.06,1.461
144.06,1.4367
144.08,1.6955
144.11,1.469
144.13,1.461
144.14,1.2345
144.15,1.2345
144.16,1.6438
144.16,1.2345
144.18,1.6438
144.2,1.1412
144.22,1.6784
144.23,1.4367
144.24,1.2568
144.25,0.8813
144.26,1.461
144.27,1.4367
144.28,1.4367
144.29,1.3955
144.3,1.0763
144.3,1.6438
144.31,1.4367
144.34,1.2192
144.37,1.2345
144.38,1.1884
144.4,1.6784
144.42,1.6438
144.43,1.461
144.44,1.461
144.44,1.6438
144.45,1.469
144.47,1.1412
144.49,0.9341
144.5,1.461
144.52,1.461
144.55,1.461
144.56,1.6438
144.58,1.5905
144.6,1.469
144.61,1.1884
144.61,1.2345
144.63,0.971
144.63,0.9341
144.64,1.0
144.65,0.9341
144.65,1.2192
144.66,0.8842
144.67,0.8813
144.67,1.1412
144.69,1.2192
144.7,0.9918
144.71,1.1412
144.73,0.9928
144.74,1.3362
144.75,1.2345
144.78,1.2192
144.78,1.3362
144.79,0.8842
144.8,1.2345
144.8,1.3362
144.82,1.0
144.83,1.3362
144.85,1.154
144.86,1.0763
144.86,1.2345
144.86,1.1412
144.87,1.0763
144.88,1.2568
144.89,1.2345
144.9,1.5905
144.91,1.3362
144.93,1.1412
144.94,1.3955
144.94,0.8813
144.95,1.2345
144.95,1.1412
144.96,0.469
144.97,1.461
144.98,1.3955
144.99,1.461
145.0,1.469
145.03,1.461
145.04,1.2192
145.06,1.5905
145.08,1.2345
145.11,1.1884
145.12,1.3955
145.14,1.1884
145.16,1.6955
145.18,1.2345
145.2,1.6955
145.22,1.6438
145.23,1.461
145.25,1.2192
145.26,1.6955
145.27,1.2345
145.28,1.3362
145.29,1.461
145.31,1.3955
145.31,1.461
145.32,1.6955
145.35,1.1884
145.36,1.461
145.36,1.1884
145.37,1.2345
145.39,1.1884
145.4,1.2345
145.42,1.4367
145.44,1.6784
145.45,1.2192
145.45,1.8855
145.47,1.1884
145.48,1.2345
145.5,1.6955
145.52,1.3955
145.53,1.4367
145.54,1.2192
145.56,0.9928
145.58,1.461
145.6,1.4367
145.6,0.9928
145.61,1.0
145.63,1.2192
145.63,0.9928
145.65,0.8813
145.66,0.9341
145.68,1.2192
145.71,0.6098
145.73,0.9928
145.74,1.154
145.75,1.154
145.77,0.8113
145.78,0.971
145.79,0.971
145.8,1.2192
145.8,-0.0
145.81,0.9918
145.83,0.2864
145.84,0.7476
145.85,0.8113
145.86,0.8813
145.88,0.971
145.89,0.9341
145.9,0.2864
145.91,0.9341
145.92,0.9928
145.93,0.971
145.93,0.8813
145.94,0.9928
145.95,1.0
145.96,-0.0
145.97,0.6098
145.97,0.7219
145.98,0.469
145.99,0.9928
146.0,0.8813
146.01,0.7219
146.03,0.9341
146.04,0.7219
146.06,0.9928
146.07,0.6098
146.07,0.971
146.08,0.8813
146.08,0.9928
146.1,0.9928
146.11,0.8113
146.13,0.6098
146.13,0.9341
146.15,0.9928
146.15,1.0
146.17,1.1884
146.18,0.971
146.19,0.7219
146.21,0.9928
146.22,0.9341
146.23,1.1412
146.23,0.971
146.24,0.9928
146.25,1.0
146.26,1.0
146.28,1.2192
146.29,0.971
146.31,0.8113
146.32,1.0
146.33,0.9341
146.34,0.9928
146.36,0.8113
146.37,1.0
146.39,0.9341
146.39,0.8813
146.41,0.7219
146.42,0.8813
146.43,0.971
146.43,0.9341
146.44,0.9341
146.45,0.9341
146.45,0.9341
146.45,0.8813
146.47,0.9928
146.49,0.7219
146.5,0.9918
146.52,0.8813
146.52,0.569
146.53,0.8113
146.55,0.9918
146.57,0.2864
146.71,2.1577
146.74,1.5332
146.75,1.361
146.76,0.9928
146.78,1.0
146.8,1.2345
146.81,1.5955
146.82,1.1884
146.85,1.5438
146.87,1.4367
146.88,1.5438
146.89,1.2345
146.9,0.8842
146.9,1.2955
146.92,1.4406
146.94,1.2192
146.96,1.361
146.97,1.2345
147.0,1.361
147.01,1.3955
147.04,1.2192
147.07,1.461
147.08,1.4367
147.1,1.5166
147.12,1.2345
147.13,1.1412
147.16,1.2345
147.18,1.461
147.2,1.2345
147.2,1.5905
147.21,1.2192
147.22,1.2345
147.24,1.6955
147.26,1.469
147.27,1.461
147.28,1.2568
147.29,1.4367
147.31,1.461
147.32,1.2192
147.33,1.2345
147.34,1.461
147.35,1.3362
147.37,1.2345
147.38,1.6955
147.38,1.1884
147.39,1.6784
147.4,1.2345
147.41,1.4367
147.42,1.0763
147.44,1.4367
147.46,1.6955
147.49,1.2345
147.5,1.8855
147.52,1.1884
147.54,1.8388
147.55,1.3955
147.55,1.461
147.56,1.461
147.57,1.4367
147.58,0.8113
147.6,1.9129
147.62,0.7219
147.63,1.469
147.64,1.0763
147.66,1.469
147.68,1.2345
147.7,1.4367
147.72,1.4367
147.74,1.4367
147.75,1.469
147.77,1.1884
147.78,1.469
147.8,1.4367
147.81,1.3362
147.84,0.9928
147.85,1.154
147.86,1.3955
147.86,1.2345
147.88,0.8842
147.89,1.461
147.9,1.3362
147.91,1.1884
147.93,1.2345
147.94,1.1412
147.94,0.8476
147.96,0.469
147.97,0.8842
147.97,0.8113
147.98,1.3362
147.98,1.469
147.99,0.2864
148.0,1.6784
148.01,0.8813
148.01,1.3955
148.02,0.469
148.03,1.154
148.04,1.3362
148.05,0.2864
148.06,0.9918
148.07,1.2345
148.07,1.0763
148.09,0.469
148.1,0.9918
148.1,1.3955
148.11,1.2568
148.12,1.3955
148.12,1.1412
148.13,1.6955
148.13,1.461
148.15,1.4367
148.15,0.971
148.16,0.7476
148.17,1.4367
148.18,1.1412
148.19,1.1412
148.2,1.3955
148.2,1.4367
148.21,1.6955
148.22,1.1412
148.22,1.1412
148.24,0.8813
148.26,1.361
148.28,1.3955
148.31,1.3955
148.33,1.4367
148.35,1.469
148.36,1.6784
148.37,1.2345
148.38,1.4367
148.39,1.2345
148.41,1.1884
148.44,1.2192
148.46,1.6955
148.48,1.2345
148.48,1.5905
148.49,1.461
148.51,1.6955
148.52,1.461
148.52,1.4367
148.53,0.9341
148.55,1.3955
148.57,1.3955
148.58,1.2345
148.59,1.6784
148.61,1.2345
148.62,1.8388
148.63,1.6438
148.65,1.461
148.66,1.2345
148.66,1.2192
148.67,1.461
148.69,0.9341
148.71,1.461
148.71,0.9341
148.72,1.2345
148.73,1.2192
148.74,1.2192
148.75,1.4367
148.75,1.1884
148.77,1.1412
148.79,1.4367
148.81,1.6955
148.83,1.6438
148.84,1.5905
148.86,1.2192
148.87,1.2345
148.89,1.3955
148.9,1.2192
148.91,1.2345
148.92,1.469
148.94,1.469
148.96,1.469
148.97,1.461
148.98,1.461
148.99,1.461
149.0,1.1884
149.02,1.2345
149.03,0.9341
149.04,1.461
149.05,1.1412
149.06,1.6955
149.07,1.469
149.09,1.3955
149.11,1.6955
149.12,1.469
149.13,1.1884
149.16,1.3955
149.17,1.2345
149.18,1.461
149.19,1.6784
149.19,1.1884
149.19,1.3955
149.21,0.8842
149.22,1.3955
149.23,1.1884
149.24,1.469
149.28,1.461
149.3,1.4367
149.31,1.2345
149.33,1.4367
149.35,1.9219
149.37,1.2345
149.38,1.461
149.4,1.2192
149.41,1.461
149.43,1.1884
149.45,1.3955
149.47,1.461
149.49,1.6784
149.51,1.461
149.53,1.2192
149.54,1.6955
149.55,1.461
149.57,1.6955
149.6,1.1884
149.62,1.4367
149.64,0.9928
149.65,0.9918
149.66,1.0
149.68,1.1884
149.69,0.9341
149.72,0.8813
149.73,1.0
149.73,1.1412
149.74,0.9918
149.77,0.8813
149.79,1.2192
149.82,0.9918
149.84,1.2192
149.85,1.1884
149.86,1.1884
149.87,1.1884
149.88,1.1568
149.89,1.2345
149.89,1.154
149.9,1.154
149.9,0.9918
149.91,0.8842
149.92,0.7219
149.93,1.1884
149.93,1.9805
149.95,0.9341
149.97,-0.0
149.98,1.9219
149.99,0.7219
150.0,0.9341
150.02,1.1412
150.03,1.461
150.04,1.154
150.07,0.569
150.09,0.7219
150.11,1.3955
150.12,1.461
150.13,1.2345
150.15,1.461
150.16,1.461
150.19,1.1412
150.2,1.469
150.23,0.8842
150.24,-0.0
150.26,1.1884
150.26,1.0219
150.27,1.4367
150.28,0.7476
150.28,1.0763
150.29,1.2345
150.3,1.469
150.31,1.1412
150.32,1.1412
150.34,1.571
150.35,1.6784
150.36,1.2192
150.37,1.1884
150.38,1.2192
150.39,1.1412
150.41,1.1884
150.41,1.7855
150.45,1.3955
150.46,1.4367
150.48,1.2345
150.49,1.0763
150.5,0.8842
150.5,1.419
150.51,1.3955
150.52,1.6438
150.52,1.1412
150.53,0.569
150.53,0.9918
150.54,1.154
150.55,1.1884
150.58,1.1884
150.58,1.2955
150.6,1.0219
150.63,1.4905
150.63,0.7219
150.65,1.0763
150.65,1.154
150.67,1.6784
150.68,0.8813
150.69,0.7476
150.71,1.3362
150.71,1.2345
150.73,0.9341
150.74,0.569
150.75,0.9928
150.76,0.8842
150.78,0.8113
150.79,1.461
150.81,1.2192
150.82,1.2192
150.82,0.7219
150.84,1.461
150.84,0.971
150.85,0.971
150.87,1.2192
150.87,0.7476
150.87,1.469
150.88,0.469
150.88,1.2192
150.89,0.9928
150.89,0.569
150.92,1.3362
150.94,1.2345
150.96,1.1884
150.97,1.2345
150.98,1.1884
150.99,1.0
151.0,0.7476
151.0,1.2345
151.01,1.6784
151.02,1.3362
151.03,0.8842
151.04,1.3955
151.05,0.9928
151.06,1.1412
151.07,1.461
151.1,1.3362
151.12,1.461
151.13,1.461
151.15,0.8813
151.16,0.9918
151.18,0.7476
151.19,1.461
151.2,1.4367
151.2,0.9918
151.23,1.4568
151.23,1.6438
151.26,1.1884
151.27,1.3955
151.29,1.3362
151.3,0.8113
151.32,1.4166
151.32,1.2192
151.33,1.0763
151.34,1.5784
151.36,-0.0
151.36,1.2568
151.37,1.461
151.37,1.2568
151.38,1.2345
151.39,1.461
151.4,1.2345
151.4,0.469
151.41,1.7388
151.42,1.5955
151.43,1.2192
151.44,1.3362
151.46,1.2568
151.47,1.4367
151.49,0.6098
151.51,1.8855
151.53,1.2192
151.53,1.6784
151.56,0.8842
151.56,1.2345
151.59,1.2345
151.59,1.2918
151.61,1.461
151.61,1.461
151.62,0.469
151.62,1.5438
151.63,1.6438
151.65,0.8842
151.65,1.0763
151.66,0.8842
151.68,1.2192
151.69,1.4367
151.69,1.461
151.69,0.7476
151.7,1.1884
151.71,1.2192
151.72,0.7219
151.74,1.054
151.75,1.3367
151.76,1.0763
151.77,1.0763
151.78,1.0763
151.78,1.0763
151.8,0.9918
151.8,1.1884
151.81,1.2345
151.81,1.6784
151.82,1.461
151.82,1.0763
151.83,0.9918
151.85,1.1412
151.87,1.2192
151.88,1.3955
151.9,1.6955
151.91,1.2345
151.91,1.1412
151.92,1.4367
151.93,1.5905
151.94,0.9341
151.96,1.4367
151.97,0.971
151.98,1.3955
151.99,0.9341
152.0,1.6955
152.01,1.4367
152.02,1.2345
152.03,1.2192
152.04,1.1884
152.05,1.2192
152.06,1.3955
152.07,1.3955
152.08,1.2345
152.1,1.1884
152.12,1.1884
152.14,1.7855
152.16,1.461
152.18,1.2192
152.2,1.5905
152.22,1.461
152.23,1.6955
152.24,1.469
152.24,1.2192
152.26,1.6784
152.28,1.2345
152.29,1.5905
152.29,1.2345
152.3,1.4367
152.32,1.6955
152.32,1.1884
152.33,1.1412
152.35,1.0763
152.37,1.2192
152.38,1.9129
152.39,1.4367
152.4,1.6784
152.41,1.2192
152.42,1.0763
152.43,1.2568
152.45,1.4367
152.48,1.4367
152.49,1.3955
152.52,1.6955
152.53,1.469
152.55,1.1884
152.56,1.6784
152.57,1.461
152.57,1.1884
152.58,1.469
152.6,0.8842
152.6,0.7219
152.62,0.8813
152.63,1.0
152.64,0.971
152.66,0.9928
152.69,0.8813
152.71,1.2362
152.71,1.461
152.72,1.2955
152.73,1.3367
152.74,1.461
152.76,1.5438
152.79,1.469
152.81,1.3362
152.83,0.971
152.84,1.2345
152.85,1.2192
152.87,1.5955
152.9,1.461
152.91,1.469
152.92,1.6784
152.93,1.469
152.96,1.461
152.96,1.469
152.98,1.0
152.99,1.1412
153.01,1.2192
153.03,1.6955
153.04,1.3955
153.05,1.2192
153.05,1.6438
153.06,1.4367
153.08,1.1412
153.09,0.9918
153.11,1.1884
153.13,1.2345
153.16,1.3955
153.18,1.3955
153.19,1.5166
153.2,1.6784
153.22,1.469
153.24,1.461
153.26,1.2192
153.28,1.1412
153.3,1.0763
153.32,1.2345
153.34,1.5905
153.35,1.2192
153.36,1.2345
153.38,1.6784
153.4,1.6955
153.41,1.6955
153.42,1.1884
153.43,1.1412
153.45,1.3362
153.46,1.2345
153.46,0.9341
153.48,1.6784
153.49,1.461
153.5,1.6955
153.51,1.4367
153.53,1.461
153.55,1.1412
153.57,1.6955
153.59,1.2345
153.6,1.469
153.62,1.8388
153.63,1.469
153.64,1.469
153.64,1.4367
153.65,0.9928
153.66,1.9129
153.66,0.8813
153.67,1.3955
153.68,0.9918
153.7,0.9918
153.71,1.1884
153.72,1.1884
153.73,1.3367
153.75,1.2345
153.76,1.6438
153.77,1.461
153.78,1.1412
153.78,1.2345
153.79,1.2345
153.8,1.2192
153.8,0.9928
153.81,1.0
153.82,1.461
153.83,0.971
153.83,1.2192
153.84,1.2345
153.84,1.2345
153.85,1.0
153.85,1.1884
153.86,1.1884
153.87,1.4367
153.89,0.9341
153.91,1.4367
153.93,1.461
153.95,1.6784
153.96,1.461
153.96,1.2192
153.97,1.469
153.98,1.2568
153.98,1.0763
153.99,1.1412
153.99,0.9918
154.0,1.2362
154.01,1.2955
154.02,1.461
154.03,0.9928
154.05,1.3367
154.07,1.5784
154.09,1.6784
154.1,1.2192
154.1,1.0763
154.12,1.361
154.15,1.4905
154.16,1.4367
154.19,1.2345
154.23,1.3362
154.25,1.8855
154.26,1.3362
154.28,1.5905
154.29,1.4367
154.3,1.461
154.31,1.1884
154.31,1.0763
154.33,1.1412
154.34,1.1412
154.35,1.2345
154.36,1.4367
154.36,1.2192
154.38,1.2192
154.4,1.4367
154.42,1.469
154.43,1.8388
154.45,1.2345
154.46,1.2345
154.47,1.4367
154.49,1.1412
154.51,1.5784
154.53,1.2345
154.54,1.461
154.55,1.469
154.58,1.461
154.59,1.4367
154.61,1.1884
154.62,0.971
154.63,0.9341
154.64,0.9928
154.65,0.9928
154.67,0.9341
154.68,0.9928
154.69,0.7219
154.7,0.8813
154.71,1.1884
154.73,1.2345
154.74,1.0763
154.75,1.0
154.76,1.3362
154.77,1.1884
154.79,1.2345
154.8,1.2568
154.81,1.2192
154.82,1.1884
154.82,1.1412
154.83,1.1412
