Time (s),Entropy
221.01,2.5404
221.29,2.6947
221.91,2.5194
222.16,2.6211
222.74,2.4824
223.01,2.7203
223.26,2.5907
223.88,2.6965
224.1,2.4630
224.71,2.5994
224.97,2.6464
225.17,2.4002
225.77,2.6691
226.01,2.6211
226.27,2.6947
226.82,2.7093
227.05,2.5481
227.29,2.5375
227.82,2.4269
228.07,2.6211
228.29,2.4858
228.82,2.5631
229.04,2.5481
229.28,2.5907
229.87,2.4570
230.1,2.5723
230.74,2.7331
230.95,2.4002
231.2,2.5976
231.74,2.5778
232.0,2.5687
232.21,2.4949
232.75,2.3306
232.96,2.4894
233.23,2.5907
233.74,2.5057
233.96,2.4285
234.21,2.5459
234.74,2.5976
234.98,2.5404
235.23,2.6211
235.87,2.6965
236.07,2.4630
236.33,2.6211
236.92,2.6621
237.13,2.4630
237.7,2.4058
237.95,2.5708
238.17,2.5708
238.71,2.6990
238.93,2.5404
239.14,2.4894
239.43,2.6204
239.88,2.4360
240.11,2.5206
240.42,2.7648
240.94,2.7062
241.17,2.3947
241.46,2.7228
241.94,2.4858
242.14,2.4894
242.7,2.7093
242.94,2.5723
243.21,2.6204
243.72,2.7645
243.96,2.4858
244.18,2.5231
244.74,2.5206
244.99,2.5907
245.19,2.4894
245.8,2.6332
246.04,2.5708
246.26,2.4630
246.86,2.6211
247.09,2.5404
247.74,2.5404
247.95,2.4858
248.17,2.4588
248.41,2.6265
248.96,2.5708
249.19,2.5459
249.71,2.7645
249.94,2.5481
250.15,2.5375
250.79,2.5723
250.98,2.3720
251.19,2.4334
251.81,2.7816
252.04,2.5976
252.24,2.4334
252.9,2.6691
253.15,2.5404
253.75,2.6947
253.97,2.4532
254.17,2.4002
254.71,2.5708
254.94,2.5976
255.16,2.4858
255.8,2.7228
256.04,2.5375
256.26,2.4894
256.84,2.6211
257.13,2.4532
257.4,2.6493
257.83,2.5814
258.05,2.5481
258.34,2.6691
258.87,2.5887
259.13,2.6965
259.79,2.6013
260.0,2.3720
260.22,2.5723
260.72,2.5907
260.99,2.6737
261.22,2.4858
261.74,2.6691
261.98,2.4630
262.19,2.4588
262.84,2.7683
263.04,2.4334
263.26,2.5481
263.83,2.7279
264.02,2.4334
264.29,2.7200
264.92,2.6211
265.14,2.5404
265.75,2.6013
266.02,2.7855
266.32,2.8026
266.85,2.3571
267.03,2.4002
267.25,2.5907
267.91,2.6737
268.12,2.5206
268.33,2.4894
268.94,2.5837
269.16,2.5708
269.75,2.5976
269.99,2.6947
270.2,2.5404
270.85,2.6483
271.13,2.6965
271.4,2.7200
271.87,2.6211
272.11,2.6691
272.32,2.5723
272.88,2.5907
273.1,2.5404
273.75,2.5723
273.99,2.5708
274.21,2.5231
274.83,2.6493
275.08,2.6464
275.29,2.4058
275.9,2.5630
276.13,2.5404
276.77,2.6993
276.99,2.5976
277.19,2.4532
277.74,2.6965
278.0,2.7228
278.28,2.7855
278.87,2.6843
279.07,2.4949
279.33,2.6494
279.84,2.6792
280.12,2.6737
280.35,2.5976
280.9,2.4858
281.14,2.5907
281.75,2.6273
282.0,2.4786
282.19,2.4334
282.82,2.6670
283.05,2.5976
283.28,2.4532
283.87,2.4209
284.08,2.5404
284.73,2.7272
284.92,2.4588
285.11,2.4660
285.8,2.5767
286.0,2.5481
286.24,2.5907
286.78,2.4462
287.01,2.6211
287.24,2.6211
287.79,2.6965
288.02,2.6266
288.24,2.4884
288.87,2.7654
289.09,2.5206
289.33,2.5657
289.91,2.4949
290.12,2.5206
290.4,2.7401
290.93,2.5976
291.17,2.6266
291.79,2.7279
292.01,2.4334
292.25,2.4786
292.74,2.6691
292.98,2.5723
293.21,2.5907
293.85,2.5766
294.07,2.6493
294.31,2.4858
294.9,2.7074
295.15,2.5657
295.4,2.6265
295.95,2.6126
296.19,2.6464
296.5,2.7648
296.96,2.6483
297.19,2.5907
297.41,2.4002
297.92,2.4858
298.11,2.4256
298.36,2.4894
298.83,2.4256
299.05,2.4949
299.26,2.4630
299.87,2.7200
300.1,2.6493
300.38,2.6493
300.91,2.4884
301.16,2.5708
301.76,2.6211
301.99,2.5404
302.26,2.6691
302.89,2.5976
303.1,2.4334
303.35,2.5404
303.82,2.4532
304.07,2.5404
304.3,2.5723
304.78,2.6211
305.02,2.4858
305.24,2.5976
305.84,2.5404
306.05,2.4532
306.28,2.5723
306.78,2.4209
307.02,2.4532
307.24,2.4894
307.76,2.6736
307.98,2.4894
308.26,2.6204
308.74,2.3522
308.98,2.6211
309.21,2.5404
309.82,2.8026
310.05,2.5404
310.31,2.6947
310.96,2.7191
311.2,2.5404
311.46,2.6737
311.99,2.5098
312.2,2.5481
312.73,2.4002
312.98,2.6464
313.22,2.5778
313.75,2.5778
313.97,2.4949
314.18,2.4815
314.76,2.6737
315.03,2.6691
315.3,2.6947
315.94,2.7866
316.17,2.5708
