Time (s),Entropy
72.2200,2.6440
72.4000,2.7011
72.5900,2.7011
72.7600,2.5334
73.2400,2.6627
73.4200,2.7011
73.5800,2.4809
73.7500,2.5392
74.2600,2.7644
74.4300,2.7329
74.5700,2.4560
74.7600,2.6138
75.2200,2.5970
75.3900,2.5334
75.5500,2.4632
75.7500,2.6138
76.2400,2.3223
76.4500,2.7329
76.6000,2.4022
76.7600,2.5012
77.2100,2.6905
77.3600,2.6297
77.5500,2.6138
77.7200,2.4809
78.1600,2.6684
78.3100,2.4153
78.4600,2.4153
78.6200,2.4940
78.7800,2.4560
79.2400,2.5970
79.4200,2.5845
79.5700,2.5012
79.7400,2.5012
80.1600,2.4560
80.3800,2.7329
80.5400,2.3925
80.7200,2.6269
81.1500,2.5240
81.3400,2.6619
81.5200,2.5392
81.6900,2.5889
82.1900,2.5392
82.4000,2.7770
82.5600,2.5334
82.7400,2.6138
83.2400,2.4179
83.3800,2.4022
83.5600,2.6138
83.7800,2.7580
84.2600,2.3911
84.4300,2.6138
84.6000,2.4809
84.8000,2.6138
85.3000,2.6138
85.4500,2.4402
85.6300,2.5889
85.8000,2.5392
86.2800,2.7191
86.4400,2.5334
86.6200,2.4809
87.1500,2.4511
87.2800,2.3603
87.4500,2.6631
87.6200,2.4809
88.1800,2.6627
88.4000,2.8216
88.5700,2.5772
88.7700,2.5845
89.3000,2.6269
89.4700,2.6677
89.6400,2.5845
90.1700,2.5620
90.3800,2.8089
90.5500,2.6297
90.7300,2.5334
91.1900,2.6178
91.3900,2.7329
91.5500,2.4560
91.7100,2.5772
92.2200,2.5543
92.3900,2.5334
92.5700,2.6619
92.7400,2.5012
93.2400,2.4939
93.4300,2.5772
93.5700,2.3676
93.7400,2.6297
94.1900,2.6289
94.3700,2.7011
94.5400,2.5012
94.6900,2.3925
94.8800,2.6631
95.3200,2.6138
95.4500,2.3603
95.6400,2.6619
96.1600,2.7404
96.3100,2.5392
96.4600,2.4809
96.6300,2.4022
97.1600,2.3569
97.3200,2.4560
97.4900,2.5012
97.6600,2.6619
98.1400,2.5772
98.3200,2.5334
98.4600,2.4238
98.6100,2.3362
98.7600,2.4238
99.2900,2.5334
99.4400,2.4238
99.6000,2.5334
99.7800,2.6619
100.2400,2.6367
100.4100,2.5392
100.5900,2.5772
100.7700,2.5334
101.1900,2.4939
101.3600,2.6138
101.5400,2.5334
101.6900,2.4238
102.1600,2.4179
102.3400,2.4809
102.5200,2.6619
102.7100,2.7011
103.1400,2.5685
103.3300,2.5772
103.4900,2.4311
103.6600,2.5392
104.1800,2.6729
104.3700,2.5392
104.5400,2.5012
104.7200,2.6269
105.1600,2.8577
105.3200,2.5917
105.4900,2.5772
105.6600,2.6269
105.8600,2.7580
106.2700,2.4381
106.4600,2.7011
106.6300,2.5392
107.1700,2.4809
107.3100,2.3603
107.4900,2.6619
107.7000,2.6619
107.8700,2.6297
108.3000,2.4809
108.5200,2.7904
108.6800,2.5334
109.1500,2.5970
109.3400,2.7329
109.5100,2.4560
109.7300,2.7770
110.1400,2.5709
110.2900,2.5012
110.4700,2.4809
110.6600,2.7580
111.1600,2.5391
111.3400,2.7329
111.5000,2.4809
111.6500,2.4632
112.1800,2.5432
112.3700,2.6138
112.5100,2.4022
112.6500,2.4022
112.8300,2.5772
113.3000,2.6452
113.4600,2.5523
113.6100,2.3603
113.7800,2.4809
114.2500,2.6631
114.4200,2.5334
114.5800,2.5012
114.7500,2.5772
115.2300,2.6619
115.4300,2.7011
115.6000,2.4560
115.7500,2.5392
115.9300,2.7884
115.9900,0.9896
116.0300,0.9896
116.0800,0.9988
116.1100,0.9954
116.1400,0.9896
116.1800,1.5845
116.2200,1.5792
116.2400,1.4799
116.2700,1.2975
116.3200,1.6938
116.3700,1.6382
116.4200,1.3549
116.4400,1.5845
116.4700,1.5514
116.5200,1.3198
116.5600,1.4477
116.5800,1.5583
116.5900,1.5062
116.6200,1.3602
116.6500,1.3198
116.7000,1.6857
116.7300,1.5183
116.7800,1.4106
116.8300,1.7489
116.8700,1.5609
116.9000,1.5132
116.9400,1.4709
116.9700,1.5062
117.0000,1.4220
117.0300,1.5583
117.0600,1.5583
117.0900,1.3149
117.1300,1.0000
117.1600,0.9710
117.1800,1.1425
117.1900,1.1211
117.2200,1.1639
117.2400,1.4262
117.2700,1.4106
117.3100,1.4220
117.3500,1.2411
117.3800,1.5183
117.4300,1.6382
117.4800,1.6743
117.4900,1.2411
117.5300,1.3378
117.5700,1.5132
117.6000,1.5609
117.6400,1.3549
117.6700,1.6343
117.6900,1.6611
117.7400,1.0975
117.7700,1.4220
117.8000,1.6782
117.8500,1.6796
117.8600,1.3251
117.8900,1.3622
117.9100,1.5917
117.9300,1.3378
117.9700,1.4372
118.0000,1.7018
118.0500,1.5609
118.0800,1.4220
118.1000,1.4950
118.1400,1.4950
118.1700,1.3669
118.2000,1.5183
118.2400,1.4409
118.2600,1.2975
118.2800,1.3474
118.3100,1.3124
118.3600,1.8219
118.3900,1.4106
118.4200,1.1425
118.4700,1.5583
118.4900,1.5350
118.5100,1.2318
118.5200,1.0278
118.5600,1.3555
118.6000,1.5054
118.6100,1.2523
118.6500,1.4981
118.7000,1.5700
118.7500,1.5831
118.7800,1.3074
118.8200,1.5058
118.8500,1.7778
118.8900,1.5058
118.9300,1.3871
118.9600,1.4022
118.9900,1.1211
119.0400,0.9896
119.0900,0.8267
119.1400,0.6801
119.1600,1.0123
119.1800,0.9580
119.1800,1.0711
119.2500,1.0711
119.2600,1.3549
119.2800,1.1825
119.3000,1.3598
119.3300,1.3622
119.3500,1.3251
119.3800,1.3602
119.4300,1.1188
119.4600,1.4506
119.4700,1.2120
119.5100,1.4620
119.5200,1.4409
119.5700,1.3797
119.5900,1.3100
119.6100,1.3474
119.6200,1.1930
119.6300,1.4620
119.6400,1.2375
119.6500,1.2485
119.6600,1.2120
119.6700,0.8576
119.6900,1.0848
119.7200,1.0611
119.7600,1.4409
119.7900,1.4372
119.8200,1.6677
119.8600,1.4309
119.9000,1.4772
119.9300,1.4662
119.9800,1.5738
120.1200,2.2611
120.1700,1.3858
120.2400,1.3378
120.2900,1.6997
120.3200,1.5583
120.3600,1.3549
120.4000,1.6585
120.4400,1.4809
120.4700,1.5983
120.4900,1.4409
120.5100,1.0278
120.5300,1.5454
120.5600,1.3198
120.5900,1.4950
120.6300,1.4372
120.6700,1.5132
120.6900,1.2120
120.7400,1.5032
120.7800,1.4409
120.8100,1.6009
120.8300,1.5132
120.8600,1.2485
120.9100,1.7089
120.9400,1.6677
120.9800,1.4372
121.0200,1.5054
121.0600,1.7408
121.1000,1.4822
121.1300,1.3375
121.1600,1.4372
121.1900,1.3622
121.2200,1.4372
121.2600,1.3549
121.2800,1.4002
121.3300,1.5277
121.3400,1.3965
121.3500,1.4309
121.3900,1.3251
121.4100,1.4365
121.4400,1.1245
121.4500,1.3778
121.4700,1.2375
121.4900,1.5750
121.5400,1.7489
121.5600,1.3474
121.5900,1.2318
121.6100,1.2851
121.6400,1.5209
121.6800,1.3797
121.7100,1.2375
121.7500,1.4409
121.7900,1.5209
121.8400,1.6396
121.8800,1.4409
121.9100,1.5609
121.9500,1.4809
121.9800,1.5983
122.0200,1.4772
122.0600,1.3622
122.1000,1.4822
122.1200,1.7969
122.1400,1.2975
122.1700,1.1425
122.2100,1.5609
122.2200,1.4409
122.2500,1.3622
122.3100,1.4709
122.3400,1.5462
122.3700,1.4506
122.3900,1.3622
122.4100,1.2923
122.4400,1.2840
122.4500,1.4820
122.4800,1.4309
122.5300,1.4809
122.5600,1.4220
122.5800,1.5609
122.6200,1.4372
122.6600,1.3149
122.6900,1.4950
122.7300,1.5609
122.7800,1.6782
122.8400,1.6065
122.8700,1.6677
122.9000,1.4709
122.9300,1.3549
122.9400,1.4877
122.9700,1.5350
123.0200,1.1211
123.0600,0.9815
123.0800,0.9427
123.1200,0.9248
123.1500,0.9427
123.1900,1.0975
123.2300,1.1425
123.2400,1.2375
123.2600,1.4002
123.2700,1.3474
123.3100,1.1639
123.3300,1.4365
123.4100,0.9873
123.4400,1.5932
123.4600,1.1188
123.4700,1.4620
123.4900,1.5620
123.5100,1.2314
123.5400,1.4809
123.5900,1.1245
123.6000,1.4372
123.6300,1.5609
123.6400,1.1823
123.6700,1.2718
123.7100,1.3375
123.7200,1.5209
123.7500,1.3251
123.7700,1.2485
123.7900,1.3965
123.8100,1.5983
123.8300,1.0611
123.8500,1.5932
123.8700,1.3251
123.9200,1.4506
123.9500,1.6009
123.9700,1.5983
124.0000,1.5454
124.0300,0.9385
124.0600,0.7707
124.1100,0.9988
124.1600,0.9954
124.2100,1.5591
124.2500,1.5831
124.2700,1.4022
124.3100,1.4511
124.3600,1.4409
124.4000,1.5917
124.4600,1.7569
124.5000,1.5583
124.5200,1.6796
124.5300,1.5220
124.5400,1.0278
124.5800,1.1767
124.6400,1.5895
124.6700,1.6611
124.7100,1.2314
124.7600,1.5054
124.8100,1.7489
124.8500,1.5583
124.8800,1.5609
124.9100,1.4772
124.9300,1.6677
124.9800,1.3474
125.0100,1.5532
125.0600,1.3549
125.1000,1.1070
125.1400,0.9427
125.1600,0.8555
125.2000,1.0346
125.2300,1.0855
125.2600,1.2411
125.2700,1.3251
125.3100,1.3598
125.3500,1.4372
125.3600,1.2923
125.3800,1.4372
125.4000,1.3598
125.4500,1.5132
125.4700,1.2851
125.4800,1.4417
125.4900,1.3375
125.5200,1.3240
125.5500,1.4772
125.5700,0.9507
125.5900,1.3598
125.6000,1.4372
125.6200,1.1425
125.6300,1.1930
125.6500,1.1823
125.6800,1.4503
125.7100,1.4511
125.7300,1.3758
125.7700,1.6343
125.8000,1.6382
125.8300,1.2975
125.8600,1.4669
126.0200,2.5780
126.0700,0.9896
126.1300,0.9710
126.1700,1.0975
126.2000,1.3414
126.2500,1.3222
126.2800,1.6382
126.3400,1.6743
126.3800,1.3565
126.4200,1.5532
126.4600,1.5932
126.4800,1.5932
126.5200,1.4620
126.5600,1.6009
126.5700,1.5609
126.6200,1.2314
126.6600,1.3474
126.6700,1.5877
126.7000,1.3378
126.7400,1.1639
126.7800,1.4372
126.8000,1.5183
126.8300,1.5917
126.8700,1.4220
126.9100,1.4903
126.9500,1.6857
126.9900,1.3820
127.0200,1.3549
127.0500,1.3397
127.0900,1.6991
127.1400,1.4106
127.2100,1.4372
127.2400,1.4422
127.2800,1.4220
127.2900,1.3074
127.3300,1.5917
127.3600,1.4669
127.3900,1.4409
127.4400,1.4372
127.5000,1.6796
127.5100,1.5183
127.5600,1.4106
127.5900,1.5609
127.6000,1.4106
127.6200,1.3866
127.6700,1.3858
127.7100,1.6991
127.7700,1.4820
127.8000,1.5454
127.8400,1.6382
127.8900,1.3622
127.9500,1.6065
127.9800,1.4809
127.9900,1.5750
128.0100,1.5220
128.0300,1.1183
128.0700,1.1720
128.1000,0.9896
128.1400,0.9815
128.1700,0.9427
128.2100,1.0711
128.2300,1.2718
128.2700,1.1825
128.2900,1.5750
128.3100,1.0541
128.3300,1.4620
128.3500,1.2411
128.3800,1.3474
128.4000,1.2230
128.4300,1.5854
128.4500,1.0975
128.4900,1.5620
128.5200,1.0855
128.5200,1.5583
128.5300,1.2318
128.5500,1.2085
128.5600,1.4506
128.5700,1.5462
128.5800,0.7219
128.6100,1.1604
128.6500,1.4506
128.6600,1.4372
128.6900,1.4709
128.7200,1.3797
128.7500,1.5062
128.7700,1.5054
128.8100,1.5532
128.8400,1.6382
128.8600,1.4220
128.8700,1.4477
128.9000,1.4511
128.9600,1.8483
129.0700,1.2424
129.1100,0.9896
129.1400,0.9710
129.1900,1.3758
129.2400,1.5831
129.3000,1.5062
129.3500,1.6585
129.3900,1.6743
129.4300,1.3598
129.4600,1.5583
129.4900,1.6277
129.5300,1.4106
129.5600,1.2411
129.5900,1.4809
129.6100,1.5350
129.6300,1.3965
129.6700,1.2923
129.7000,1.5183
129.7300,1.4620
129.7600,1.5532
129.7800,1.3622
129.8000,1.3397
129.8500,1.5058
129.9000,1.6185
129.9500,1.2851
129.9800,1.5792
130.0100,1.4981
130.0500,1.3965
130.1000,1.3074
130.1400,1.5742
130.1600,1.5209
130.2300,1.2840
130.2700,1.2718
130.3000,1.7408
130.3400,1.5609
130.3700,1.3149
130.4200,1.4772
130.4600,1.6585
130.5000,1.6009
130.5300,1.3598
130.5400,1.4709
130.5500,1.5301
130.5600,0.7707
130.5900,1.2700
130.6400,1.3669
130.6700,1.5845
130.7000,1.5183
130.7300,1.5609
130.7600,1.5742
130.8100,1.5220
130.8600,1.4422
130.9100,1.3198
130.9500,1.5132
131.0000,1.4809
131.0300,1.4809
131.0800,1.4822
131.1100,1.5532
131.1600,1.4809
131.2300,1.4809
131.2800,1.4197
131.3200,1.5062
131.3500,1.3778
131.3900,1.0912
131.4000,1.3778
131.4200,1.3598
131.4400,1.3100
131.4900,1.4772
131.5000,1.0855
131.5500,1.3622
131.6000,1.3622
131.6200,1.2485
131.6300,1.4372
131.6500,1.3198
131.6800,1.2700
131.6900,1.2375
131.7000,1.4372
131.7100,1.4620
131.7600,0.9910
131.8000,1.4620
131.8400,1.3240
131.8600,1.4772
131.8800,1.3375
131.9100,1.6576
131.9300,1.4822
131.9400,1.6985
131.9600,0.7219
131.9900,1.2571
132.0100,1.4620
132.0400,1.2923
132.0800,1.6985
132.1200,1.4809
132.1400,1.4709
132.1800,1.4506
132.2300,1.4772
132.3000,1.5209
132.3300,1.3524
132.3800,1.4506
132.4100,1.5462
132.4400,1.4772
132.4800,1.4809
132.4900,1.2223
132.5100,1.6743
132.5200,1.3549
132.5400,1.2223
132.5800,1.4365
132.6000,1.4772
132.6100,1.1425
132.6300,1.3375
132.6600,1.2975
132.6800,1.2700
132.7100,1.1985
132.7400,1.5054
132.7700,1.4106
132.7800,1.2523
132.8200,1.3555
132.8400,1.4581
132.8900,1.5350
132.9400,1.6192
132.9700,1.6899
133.0000,1.3375
133.0200,1.4503
133.0800,1.4409
133.1000,1.7593
133.1300,1.1425
133.1700,0.9954
133.2100,0.9594
133.2500,1.2923
133.3000,1.3100
133.3500,1.3251
133.3700,1.2523
133.4000,1.3375
133.4200,1.5220
133.4300,1.4409
133.4500,1.2485
133.4600,1.4002
133.4700,0.9507
133.4900,1.2183
133.5000,1.4506
133.5300,1.1639
133.5600,1.4106
133.5900,1.3965
133.6100,1.5454
133.6300,1.2851
133.6800,1.6245
133.7200,1.5132
133.7500,1.3149
133.7700,1.2120
133.8000,1.5792
133.8200,1.4269
133.8600,1.5058
133.9200,1.4986
133.9600,1.8137
133.9900,1.3149
134.0200,1.3246
134.0600,1.1425
134.1000,0.9896
134.1400,0.5842
134.1700,0.8555
134.1900,0.9580
134.2200,0.9815
134.2600,1.2411
134.2900,1.3549
134.3100,1.3549
134.3300,1.5620
134.3400,1.3375
134.3600,1.3622
134.3900,0.9063
134.4200,1.4506
134.4600,1.0611
134.5200,1.5932
134.5400,1.4365
134.5800,1.5454
134.6000,1.5983
134.6200,1.2923
134.6400,1.2718
134.6800,1.3602
134.7000,1.4220
134.7400,1.6343
134.7600,1.5183
134.8000,1.4506
134.8300,1.4106
134.8600,1.5609
134.8800,1.3074
134.9100,1.5350
134.9300,1.5132
134.9800,1.3797
135.0100,1.3602
135.0500,1.5532
135.0900,1.5792
135.1300,1.3433
135.2400,1.7346
135.2800,1.0975
135.3300,1.0000
135.3800,1.1830
135.4200,1.1188
135.4500,0.9896
135.4900,1.0000
135.5200,1.2011
135.5400,1.0711
135.5700,0.9427
135.6000,1.2647
135.6400,1.1188
135.6900,1.0711
135.7200,0.9710
135.7500,1.2671
135.7800,0.9896
135.8300,1.5294
135.8900,1.4986
135.9300,1.3598
135.9500,1.4950
135.9800,1.6343
136.0200,1.5532
136.0500,1.3972
136.0800,1.5583
136.0900,1.4820
136.1300,1.3100
136.1600,1.2671
136.1900,1.4581
136.2400,1.6034
136.2900,1.4950
136.3300,1.3524
136.3600,1.1930
136.3800,1.4709
136.4300,1.4772
136.4500,1.4506
136.4800,1.3100
136.5100,1.6009
136.5300,1.5854
136.5400,1.4002
136.5600,1.3524
136.5900,1.0611
136.6300,1.3149
136.6600,1.3198
136.6900,1.8178
136.7100,1.3706
136.7600,1.4422
136.8000,1.5032
136.8500,1.5183
136.8800,1.5583
136.9100,1.4372
136.9600,1.6343
137.0000,1.5220
137.0200,1.5054
137.0800,1.4372
137.1100,1.1188
137.1500,1.0346
137.1700,0.9815
137.2000,1.0000
137.2600,1.1985
137.2800,1.1425
137.3000,1.1930
137.3400,1.2230
137.3700,1.2375
137.4000,1.6142
137.4200,1.2314
137.4500,1.1985
137.4700,1.3965
137.4900,1.4428
137.5100,1.3549
137.5400,1.3124
137.5600,1.2375
137.5900,1.4506
137.6500,1.3622
137.6800,1.5583
137.7100,1.3375
137.7300,1.1183
137.7600,1.4506
137.7700,1.6717
137.7800,0.9507
137.8000,1.1985
137.8300,1.7569
137.8500,1.2923
137.8700,1.3240
137.9000,1.4809
137.9300,1.2571
137.9500,1.4220
137.9800,1.3549
138.0000,1.6585
138.0100,1.5350
138.0400,1.4809
138.0600,1.0912
138.1000,1.3778
138.1200,1.5062
138.1500,1.1754
138.1800,1.1204
138.2400,1.3149
138.2700,1.5609
138.3300,1.6277
138.3600,1.6185
138.3800,1.4309
138.4400,1.6192
138.4900,1.7489
138.5200,1.4372
138.5700,1.6396
138.6000,1.5583
138.6100,1.3251
138.6600,1.3375
138.6800,1.6382
138.6900,1.2718
138.7100,1.3124
138.7400,1.4326
138.7900,1.6740
138.8300,1.4309
138.8700,1.5532
138.9000,1.6857
138.9300,1.5609
138.9700,1.4581
139.0200,1.3222
139.0600,1.4477
139.0800,1.1070
139.1100,0.9710
139.1400,0.9248
139.2300,0.8813
139.2600,1.1070
139.2700,1.2223
139.2800,0.9910
139.3300,1.3251
139.3500,1.5062
139.3900,1.0541
139.4200,1.0412
139.4500,1.2223
139.4600,1.1985
139.4800,1.5350
139.5200,1.3549
139.5500,1.5532
139.5600,1.2923
139.5800,1.5220
139.5900,1.2171
139.6100,1.4822
139.6200,1.1183
139.6500,1.5462
139.6700,1.1930
139.7000,1.4709
139.7300,1.2120
139.7400,1.6185
139.7800,1.6585
139.8000,1.1985
139.9200,1.1585
139.9600,1.2171
139.9900,1.2485
140.0100,1.4309
140.0700,1.4365
140.0800,1.2314
140.1200,1.4197
140.1500,1.6677
140.1700,1.0278
140.2100,1.0855
140.2500,1.3198
140.2800,1.3622
140.3100,1.4399
140.3600,1.7186
140.4000,1.4772
140.4400,1.6185
140.4600,1.5350
140.5200,1.4506
140.5400,1.4309
140.5500,1.3965
140.5800,1.4820
140.6100,1.4106
140.6300,1.2851
140.6800,1.5831
140.7200,1.5634
140.7600,1.4620
140.8200,1.5054
140.8600,1.5209
140.9000,1.3198
140.9400,1.4809
140.9600,1.5183
141.0000,1.4950
141.0500,1.6231
141.1000,1.3149
141.1600,1.5620
141.2100,1.7077
141.2500,1.4877
141.2700,1.1188
141.3000,1.5209
141.3200,1.2314
141.3300,1.3251
141.3500,1.1985
141.3800,1.3598
141.4100,1.7143
141.4200,1.4620
141.4500,1.2223
141.4700,1.4197
141.5000,1.6465
141.5200,1.3251
141.5400,1.3598
141.5600,1.5342
141.5900,1.0912
141.6300,1.6277
141.6700,1.4309
141.7100,1.6277
141.7400,1.6396
141.7600,1.3598
141.7900,1.5191
141.8300,1.5183
141.8800,1.5032
141.9100,1.4658
141.9400,1.4981
141.9900,1.5609
142.0300,1.4409
142.0600,1.3820
142.0800,1.3051
142.1100,1.4309
142.1600,1.4409
142.2000,1.1720
142.2600,1.1141
142.3000,1.5917
142.3500,1.4409
142.4000,1.7299
142.4400,1.4809
142.4800,1.3598
142.5100,1.3598
142.5500,1.4709
142.5900,1.9129
142.6300,1.6585
142.6600,1.4506
142.6800,1.5532
142.7000,1.2085
142.7100,0.9873
142.7400,1.1070
142.7900,1.6899
142.8300,1.6796
142.8700,1.4409
142.8900,1.3149
142.9300,1.5183
142.9600,1.6317
143.0100,1.5132
143.0500,1.4772
143.0800,1.5583
143.1100,1.5062
143.1400,1.2411
143.1700,1.4220
143.2000,1.5054
143.2600,1.3100
143.2800,1.2485
143.3100,1.2223
143.3500,1.3375
143.3700,1.3474
143.3900,1.3474
143.4000,1.3375
143.4100,1.0912
143.4400,1.2923
143.4700,1.2923
143.4900,1.4002
143.5100,1.4002
143.5300,1.4506
143.5700,1.5609
143.6000,1.5620
143.6100,1.1985
143.6400,1.2318
143.6600,1.1585
143.7000,1.5032
143.7200,1.4309
143.7400,1.3565
143.7800,1.4106
143.8300,1.6761
143.8600,1.4220
143.9100,1.3198
143.9400,1.3198
143.9800,1.5209
144.0100,1.5583
144.0500,1.5454
144.0800,1.4009
144.1000,1.4950
144.1300,1.4506
144.1500,1.3797
144.2200,1.7594
144.2800,1.6576
144.3400,1.6382
144.3700,1.4372
144.4100,1.4409
144.4600,1.4822
144.4900,1.6997
144.5100,1.3549
144.5400,1.2171
144.5900,1.4372
144.6100,1.3124
144.6400,0.9873
144.6600,1.4106
144.6900,1.1425
144.7300,1.6457
144.7500,1.4002
144.7900,1.5726
144.8200,1.3858
144.8700,1.5792
144.9100,1.6387
144.9400,1.1830
144.9800,1.5726
145.0200,1.4709
145.0700,1.6277
145.1400,1.5917
145.1700,1.5062
145.2100,1.5532
145.2600,1.3474
145.3400,1.6717
145.3500,1.4817
145.3700,1.4002
145.4300,1.2923
145.4600,1.1985
145.4900,1.3598
145.5200,1.2120
145.5800,1.5035
145.6100,1.1188
145.6300,1.6585
145.6400,1.2230
145.6600,1.4772
145.6800,1.4506
145.6900,1.3602
145.7100,1.4620
145.7400,1.0278
145.7600,0.9933
145.8100,1.2485
145.8300,1.3375
145.8600,1.4002
145.9000,1.5609
145.9200,1.5583
145.9400,1.3251
145.9800,1.5532
146.0100,1.2718
146.0200,1.3100
146.0400,1.4372
146.0800,1.1425
146.1000,1.5454
146.1300,1.5350
146.1700,1.1985
146.2100,1.4409
146.2500,1.5583
146.3000,1.4903
146.3400,1.5220
146.3600,1.3375
146.3900,1.5854
146.4400,1.3598
146.4500,1.4620
146.4900,1.3598
146.5200,1.1754
146.5400,1.1604
146.5600,1.3598
146.5800,1.4197
146.6000,1.3251
146.6200,1.2314
146.6400,1.2223
146.6600,1.1825
146.6800,1.3074
146.7000,1.2975
146.7200,1.2523
146.7800,1.5209
146.8100,1.5583
146.8500,1.7018
146.8700,1.3149
146.9100,1.5454
146.9500,1.5609
146.9900,1.6677
147.0300,1.6277
147.0700,1.4220
147.1000,1.6677
147.1400,1.4409
147.1600,1.4372
147.2000,1.3598
147.2300,1.5532
147.2700,1.1211
147.3200,1.4220
147.3600,1.4002
147.4200,1.1604
147.4600,1.2923
147.4900,1.2375
147.5100,0.8173
147.5100,1.4809
147.5400,1.4709
147.5600,1.2411
147.5700,1.3622
147.6000,1.0848
147.6200,0.9910
147.6500,1.2223
147.6800,1.5462
147.7000,1.1183
147.7300,1.5532
147.7500,1.4772
147.7700,1.5750
147.7900,1.3474
147.8300,1.1825
147.8600,1.4309
147.8800,1.7889
147.9100,1.4809
147.9500,1.3378
147.9700,1.5532
147.9800,1.5350
148.0100,1.1425
148.0500,1.3198
148.0900,1.7542
