Time (s),Entropy
148.69,1.6608
148.75,1.5308
148.83,1.694
148.88,1.1174
148.94,0.9341
149.0,0.9954
149.03,0.971
149.1,0.9988
149.15,1.0086
149.19,1.2514
149.25,1.2575
149.3,1.5394
149.33,1.482
149.38,1.2805
149.45,1.5343
149.51,1.6704
149.56,1.5538
149.62,1.6206
149.68,1.5441
149.76,1.5222
149.81,1.33
149.89,1.7727
150.04,1.946
150.15,1.5347
150.24,1.6717
150.32,1.7241
150.39,1.5832
150.45,1.4443
150.5,1.5187
150.57,1.5428
150.64,1.5166
150.72,1.7215
150.8,1.6199
150.84,1.637
150.91,1.4734
150.98,1.4868
151.06,1.3547
151.13,0.9445
151.19,1.1793
151.22,1.4461
151.29,1.2748
151.33,1.5229
151.39,1.3851
151.47,1.5143
151.52,1.6383
151.58,1.4393
151.64,1.571
151.69,1.4499
151.73,1.3565
151.8,1.4906
151.87,1.6346
151.97,1.5641
152.06,1.6609
152.13,1.4705
152.18,1.6691
152.23,1.4943
152.31,1.5143
152.37,1.7382
152.44,1.5517
152.48,1.4839
152.56,1.5421
152.63,1.6809
152.71,1.5508
152.76,1.3874
152.84,1.5653
152.89,1.571
152.94,1.5089
153.02,1.2596
153.08,0.8267
153.14,0.9928
153.2,1.1951
153.24,1.1484
153.27,1.4717
153.3,1.4705
153.35,1.3187
153.4,1.5268
153.47,1.4766
153.53,1.5394
153.59,1.5328
153.63,1.6789
153.69,1.443
153.73,1.4684
153.78,1.3765
153.83,1.7215
153.89,1.3639
153.99,1.0
154.08,0.9858
154.17,1.2348
154.25,1.7713
154.32,1.6609
154.41,1.6136
154.47,1.5422
154.54,1.5187
154.6,1.7291
154.68,1.5403
154.76,1.6285
154.83,1.5936
154.9,1.4833
154.98,1.7202
155.06,1.262
155.12,1.0384
155.2,1.2475
155.22,1.3461
155.26,1.2372
155.33,1.601
155.4,1.551
155.44,1.3689
155.5,1.4074
155.58,1.5781
155.67,1.4943
155.73,1.5821
155.79,1.4322
155.87,1.5346
155.91,1.3224
155.96,1.5032
156.03,1.581
156.11,1.3473
156.17,1.2757
156.26,1.6048
156.33,1.7015
156.43,1.6393
156.48,1.5412
156.54,1.5848
156.61,1.4833
156.69,1.6992
156.78,1.6628
156.84,1.4896
156.92,1.5698
157.0,1.6161
157.07,1.5068
157.16,1.5441
157.22,1.3323
157.25,1.3233
157.28,1.3288
157.32,1.137
157.4,1.4593
157.46,1.5219
157.51,1.5109
157.58,1.5653
157.65,1.6767
157.72,1.551
157.79,1.6412
157.85,1.5517
157.91,1.5565
157.96,1.4349
158.03,1.4994
158.11,1.1055
158.18,1.1903
158.23,1.3575
158.28,1.2676
158.33,1.443
158.41,1.4691
158.48,1.5346
158.52,1.4409
158.57,1.4289
158.66,1.5302
158.73,1.4868
158.78,1.6628
158.86,1.5308
158.92,1.4943
159.0,1.571
159.07,1.6399
159.16,1.7164
159.24,1.674
159.3,1.5703
159.39,1.6032
159.44,1.5581
159.54,1.5635
159.61,1.7727
159.66,1.5128
159.76,1.6048
159.85,1.7015
159.9,1.5194
159.96,1.4909
160.07,1.2988
160.13,0.8555
160.18,1.0986
160.25,1.2714
160.3,1.4074
160.35,1.3916
160.4,1.282
160.48,1.3433
160.56,1.4176
160.6,1.595
160.67,1.3304
160.69,1.5999
160.72,1.2681
160.77,1.3118
160.82,1.2206
160.88,1.522
160.92,1.5517
160.95,1.5653
161.0,1.3965
161.05,1.595
161.18,1.6423
161.25,1.6124
161.32,1.7418
161.37,1.3673
161.46,1.8625
161.52,1.6346
161.58,1.5109
161.65,1.5861
161.71,1.4489
161.78,1.6238
161.85,1.5378
161.95,1.6828
161.99,1.5658
162.04,0.9507
162.12,0.9974
162.2,1.5557
162.28,1.5622
162.35,1.6589
162.43,1.5233
162.81,2.5947
163.39,2.7103
163.71,2.5208
164.39,2.5785
164.74,2.5421
165.41,2.7355
165.72,2.48
166.37,2.4959
166.7,2.5588
167.34,2.571
167.75,2.7179
168.4,2.5176
168.72,2.5103
169.39,2.4579
169.75,2.6285
170.46,2.75
170.77,2.48
171.45,2.6197
171.74,2.4366
172.44,2.5353
172.75,2.5353
173.45,2.6272
173.76,2.4992
174.37,2.5673
174.71,2.5353
175.36,2.6644
175.76,2.7462
176.41,2.5794
176.77,2.611
177.4,2.614
177.71,2.4736
178.37,2.6001
178.68,2.5208
179.3,2.6491
179.65,2.571
180.29,2.5539
180.6,2.5164
181.28,2.7482
181.63,2.6853
182.44,2.7011
182.8,2.576
183.46,2.4908
183.78,2.5794
184.42,2.6027
184.78,2.5794
185.37,2.576
185.67,2.5353
186.4,2.6491
186.69,2.4992
187.37,2.5981
187.7,2.5919
188.35,2.6042
188.73,2.5919
189.28,2.4202
189.58,2.5406
190.24,2.6285
190.54,2.4592
191.3,2.6587
191.6,2.5208
192.25,2.6813
192.59,2.5932
193.22,2.6677
193.52,2.48
194.19,2.6571
194.56,2.6312
195.17,2.576
195.54,2.576
196.28,2.6435
196.64,2.6359
197.25,2.6443
197.54,2.4992
198.24,2.5353
198.53,2.5208
199.27,2.5579
199.57,2.502
200.24,2.6374
200.6,2.571
201.2,2.6663
201.51,2.4814
201.81,2.4164
202.49,2.6626
202.83,2.5775
203.47,2.6215
204.18,2.5431
204.51,2.5588
205.16,2.7392
205.46,2.48
206.15,2.5601
206.51,2.6285
207.17,2.5479
207.52,2.611
207.84,2.5421
208.53,2.8118
209.21,2.7265
209.58,2.6285
210.23,2.4366
210.55,2.4992
211.16,2.4366
211.5,2.5525
211.85,2.6518
212.48,2.6443
212.8,2.4592
213.41,2.611
213.73,2.4992
214.43,2.5588
214.78,2.6825
215.47,2.5088
215.78,2.4592
216.44,2.5794
216.73,2.4538
217.45,2.576
217.85,2.7011
218.44,2.4992
218.76,2.5938
219.43,2.7119
219.82,2.5938
220.41,2.571
220.75,2.5938
221.44,2.6663
221.76,2.4959
222.46,2.5565
222.79,2.48
223.51,2.5919
224.16,2.6479
224.51,2.6663
225.18,2.6491
225.51,2.4736
225.92,2.758
226.47,2.5565
227.19,2.5829
227.5,2.4992
227.83,2.5353
228.49,2.5353
228.86,2.5938
229.43,2.611
229.83,2.6853
230.5,2.571
231.25,2.6972
231.63,2.7179
232.38,2.6299
232.71,2.538
233.37,2.7546
233.72,2.5938
234.31,2.4736
234.61,2.4164
235.25,2.48
235.59,2.576
236.3,2.6175
236.65,2.6152
237.29,2.6027
237.64,2.5353
238.26,2.7179
238.6,2.614
239.32,2.6491
239.68,2.6324
240.38,2.5754
240.73,2.571
241.34,2.4992
241.7,2.611
242.38,2.6483
242.75,2.6491
243.39,2.6491
243.72,2.5565
244.42,2.7666
244.8,2.7011
245.44,2.6825
246.16,2.5919
246.53,2.6496
247.21,2.7099
247.56,2.6663
248.21,2.5357
248.53,2.4959
249.24,2.6825
249.57,2.5938
250.27,2.6491
250.61,2.576
251.22,2.7559
251.68,2.7991
252.31,2.5651
252.57,2.3946
253.31,2.611
253.63,2.5208
254.33,2.668
254.7,2.6825
255.35,2.6825
255.71,2.5938
256.4,2.8482
256.79,2.6825
257.4,2.4218
257.74,2.5565
258.32,2.5357
258.69,2.571
259.36,2.5243
259.73,2.5938
260.29,2.4736
260.66,2.6491
261.32,2.5938
261.64,2.571
262.3,2.5588
262.64,2.5919
263.24,2.611
263.57,2.48
264.28,2.5919
264.65,2.6483
265.37,2.6618
265.76,2.7011
266.4,2.5938
266.74,2.5565
267.4,2.6446
267.79,2.6483
268.42,2.6446
268.76,2.6285
269.35,2.5938
269.7,2.5938
270.32,2.6152
270.64,2.4697
271.31,2.6587
271.67,2.7329
272.26,2.5479
272.59,2.576
273.36,2.7862
273.67,2.576
274.38,2.3944
274.69,2.5208
275.38,2.7437
275.71,2.5588
276.41,2.571
276.75,2.6825
277.46,2.5938
277.82,2.6853
278.4,2.5116
278.71,2.4736
279.3,2.5684
279.62,2.502
280.31,2.7478
280.64,2.571
281.28,2.6446
281.65,2.6853
282.29,2.5926
282.61,2.5775
283.32,2.4604
283.6,2.5938
284.3,2.5431
284.63,2.4164
285.27,2.5208
285.59,2.6152
286.31,2.5353
286.69,2.6285
287.34,2.4736
287.72,2.6825
288.35,2.614
288.7,2.502
289.36,2.538
289.69,2.5525
290.35,2.5794
290.66,2.48
291.33,2.6491
291.73,2.7329
292.43,2.5441
292.77,2.571
293.38,2.6042
293.66,2.4164
294.33,2.7035
294.7,2.6825
295.41,2.6152
295.77,2.6285
296.41,2.3796
296.76,2.5938
297.43,2.6285
297.73,2.5353
298.41,2.5588
298.78,2.6324
299.39,2.6374
299.77,2.7179
300.43,2.4959
300.78,2.5938
301.48,2.571
301.78,2.4592
302.47,2.48
302.83,2.5938
303.41,2.5353
303.79,2.5938
304.46,2.6825
305.19,2.5565
305.49,2.5221
305.86,2.6483
306.49,2.6285
306.83,2.5588
307.5,2.6248
308.21,2.5829
308.55,2.611
309.22,2.7241
309.51,2.3946
309.85,2.5938
310.51,2.5588
310.86,2.5525
